Species,month,wnv_density,spray_indicator,avg_temp,avg_dewpt,avg_wetbulb,tot_precip,avg_windspeed,WnvPresent
CULEX PIPIENS/RESTUANS,8,4,0,75.46774193548387,62.774193548387096,67.51612903225806,6.54,6.474193548387097,1
CULEX RESTUANS,8,4,0,75.46774193548387,62.774193548387096,67.51612903225806,6.54,6.474193548387097,1
CULEX PIPIENS,8,4,0,75.46774193548387,62.774193548387096,67.51612903225806,6.54,6.474193548387097,0
CULEX PIPIENS/RESTUANS,8,3,0,75.46774193548387,62.774193548387096,67.51612903225806,6.54,6.474193548387097,0
CULEX PIPIENS,8,3,0,75.46774193548387,62.774193548387096,67.51612903225806,6.54,6.474193548387097,0
CULEX PIPIENS/RESTUANS,8,1,0,75.46774193548387,62.774193548387096,67.51612903225806,6.54,6.474193548387097,0
CULEX PIPIENS,8,1,0,75.46774193548387,62.774193548387096,67.51612903225806,6.54,6.474193548387097,0
CULEX PIPIENS/RESTUANS,8,0,0,75.46774193548387,62.774193548387096,67.51612903225806,6.54,6.474193548387097,0
CULEX PIPIENS,8,0,0,75.46774193548387,62.774193548387096,67.51612903225806,6.54,6.474193548387097,0
CULEX PIPIENS/RESTUANS,8,0,0,75.46774193548387,62.774193548387096,67.51612903225806,6.54,6.474193548387097,0
CULEX PIPIENS,8,0,0,75.46774193548387,62.774193548387096,67.51612903225806,6.54,6.474193548387097,0
CULEX PIPIENS/RESTUANS,8,1,1,75.46774193548387,62.774193548387096,67.51612903225806,6.54,6.474193548387097,0
CULEX PIPIENS,8,1,1,75.46774193548387,62.774193548387096,67.51612903225806,6.54,6.474193548387097,0
CULEX PIPIENS/RESTUANS,8,0,0,75.46774193548387,62.774193548387096,67.51612903225806,6.54,6.474193548387097,0
CULEX PIPIENS,8,0,0,75.46774193548387,62.774193548387096,67.51612903225806,6.54,6.474193548387097,0
CULEX PIPIENS,8,8,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS/RESTUANS,8,1,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS/RESTUANS,8,1,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,1,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,1
CULEX TERRITANS,8,1,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS/RESTUANS,8,6,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,1
CULEX PIPIENS,8,6,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,1
CULEX PIPIENS,8,6,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,1
CULEX PIPIENS/RESTUANS,8,2,1,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,1
CULEX PIPIENS,8,2,1,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,1
CULEX TERRITANS,8,2,1,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS/RESTUANS,8,0,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,0,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS/RESTUANS,8,7,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,1
CULEX PIPIENS/RESTUANS,8,7,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,7,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,7,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,7,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,7,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,7,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,1
CULEX PIPIENS/RESTUANS,8,1,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,1,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS/RESTUANS,8,1,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,1,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS/RESTUANS,8,0,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,0,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS/RESTUANS,8,3,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,1
CULEX PIPIENS,8,3,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS/RESTUANS,8,1,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,1,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS/RESTUANS,8,36,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS/RESTUANS,8,36,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,36,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,36,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,1
CULEX PIPIENS,8,36,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,36,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,36,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,36,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,36,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,36,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,1
CULEX PIPIENS,8,36,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,36,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,1
CULEX PIPIENS,8,36,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,36,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,36,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,36,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,36,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,36,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,36,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,36,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,36,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,36,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,36,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,36,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,36,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,1
CULEX PIPIENS,8,36,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,36,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,1
CULEX PIPIENS,8,36,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,1
CULEX PIPIENS,8,36,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,36,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,36,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,36,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,1
CULEX PIPIENS,8,36,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,36,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS/RESTUANS,8,16,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS/RESTUANS,8,16,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,1
CULEX PIPIENS/RESTUANS,8,16,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,16,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,1
CULEX PIPIENS,8,16,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,16,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,16,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,16,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,16,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,16,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,16,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,16,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,16,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,16,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,1
CULEX PIPIENS,8,16,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,1
CULEX PIPIENS,8,16,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,1
CULEX PIPIENS,8,16,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,16,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,1
CULEX PIPIENS,8,16,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,1
CULEX PIPIENS,8,16,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,16,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,16,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,16,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,16,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,16,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX TERRITANS,8,16,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS/RESTUANS,8,1,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS/RESTUANS,8,1,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,1,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,1,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,1
CULEX PIPIENS/RESTUANS,8,0,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,0,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS/RESTUANS,8,3,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,3,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,1
CULEX PIPIENS/RESTUANS,8,3,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS/RESTUANS,8,3,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX RESTUANS,8,3,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,3,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX SALINARIUS,8,3,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX TERRITANS,8,3,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS/RESTUANS,8,3,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,1
CULEX PIPIENS,8,3,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX TERRITANS,8,3,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS/RESTUANS,8,2,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,1
CULEX PIPIENS,8,2,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS/RESTUANS,8,9,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,1
CULEX PIPIENS/RESTUANS,8,9,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,1
CULEX PIPIENS/RESTUANS,8,9,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,9,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,1
CULEX PIPIENS,8,9,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,9,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,9,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,1
CULEX PIPIENS,8,9,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS/RESTUANS,8,1,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,1
CULEX PIPIENS,8,1,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS/RESTUANS,8,0,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,0,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS/RESTUANS,8,0,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,0,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS/RESTUANS,8,0,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX RESTUANS,8,0,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,0,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS/RESTUANS,8,6,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS/RESTUANS,8,6,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS/RESTUANS,8,6,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS/RESTUANS,8,6,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS/RESTUANS,8,6,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,6,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,6,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,6,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,6,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,6,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX TERRITANS,8,6,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS/RESTUANS,8,5,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,0
CULEX PIPIENS,8,5,0,75.8225806451613,63.354838709677416,67.95161290322581,6.545,6.429032258064517,1
CULEX PIPIENS/RESTUANS,8,8,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,1
CULEX PIPIENS,8,8,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS,8,0,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS,8,4,1,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS/RESTUANS,8,3,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX RESTUANS,8,3,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS/RESTUANS,8,0,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX RESTUANS,8,0,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS,8,0,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS/RESTUANS,8,2,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS,8,2,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS/RESTUANS,8,1,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS,8,1,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS/RESTUANS,8,0,1,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS,8,0,1,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS/RESTUANS,8,0,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS,8,0,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS/RESTUANS,8,8,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS/RESTUANS,8,8,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS/RESTUANS,8,8,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,1
CULEX PIPIENS,8,8,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,1
CULEX PIPIENS,8,8,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,1
CULEX PIPIENS/RESTUANS,8,1,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS,8,1,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS/RESTUANS,8,1,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS,8,1,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS/RESTUANS,8,6,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX RESTUANS,8,6,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS,8,6,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX TERRITANS,8,6,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS/RESTUANS,8,6,1,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS,8,6,1,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS/RESTUANS,8,0,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS/RESTUANS,8,0,1,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS,8,0,1,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS/RESTUANS,8,3,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX RESTUANS,8,3,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS,8,3,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,1
CULEX PIPIENS/RESTUANS,8,7,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS,8,7,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,1
CULEX PIPIENS/RESTUANS,8,7,1,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,1
CULEX PIPIENS,8,7,1,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS/RESTUANS,8,0,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS,8,0,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS/RESTUANS,8,0,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS,8,0,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX SALINARIUS,8,2,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS/RESTUANS,8,0,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS,8,0,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS/RESTUANS,8,2,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS,8,2,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS/RESTUANS,8,1,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS,8,1,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS/RESTUANS,8,0,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS,8,0,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS/RESTUANS,8,7,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS/RESTUANS,8,7,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,1
CULEX RESTUANS,8,7,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS,8,7,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS,8,7,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS,8,7,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,1
CULEX PIPIENS/RESTUANS,8,0,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS/RESTUANS,8,1,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS/RESTUANS,8,1,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS,8,1,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS,8,1,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS/RESTUANS,8,0,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS,8,0,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS/RESTUANS,8,0,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS,8,0,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS,8,0,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS/RESTUANS,8,1,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS,8,1,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS/RESTUANS,8,1,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS,8,1,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,1
CULEX PIPIENS/RESTUANS,8,2,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,1
CULEX PIPIENS/RESTUANS,8,1,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS,8,1,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS/RESTUANS,8,1,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS,8,1,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS/RESTUANS,8,0,1,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS,8,0,1,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS/RESTUANS,8,2,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS,8,2,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS/RESTUANS,8,0,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS/RESTUANS,8,4,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX RESTUANS,8,4,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,0
CULEX PIPIENS,8,4,0,76.33870967741936,64.3225806451613,68.59677419354838,9.325,6.816129032258065,1
